match_id,division,matchday,side,team,goals,shots,distance_km,passes_attempted,passes_completed,passes_failed,pass_completion_rate_pct,possession_pct,tackeling_rate_pct,fouls,fouled,offside,corners
4588665,1,2,home,1. FC Köln,1,13,115.12,232,152,80,66.0,26.0,47.0,12,10,2,7
4588665,1,2,away,Borussia Dortmund,3,14,114.44,675,590,85,87.0,74.0,53.0,11,11,1,8
4588658,1,2,home,TSG Hoffenheim,3,10,115.96,510,430,80,84.0,54.0,50.0,14,15,5,3
4588658,1,2,away,Werder Bremen,2,18,113.72,425,325,100,76.0,46.0,50.0,17,13,1,6
4588660,1,2,home,Fortuna Düsseldorf,1,12,111.57,296,217,79,73.0,32.0,44.0,15,10,1,1
4588660,1,2,away,Bayer 04 Leverkusen,3,12,119.37,644,567,77,88.0,68.0,56.0,11,14,1,5
4588662,1,2,home,1. FSV Mainz 05,1,20,113.23,378,299,79,79.0,48.0,54.0,13,14,1,3
4588662,1,2,away,Bor. Mönchengladbach,3,15,115.36,422,334,88,79.0,52.0,46.0,15,12,0,5
4588664,1,2,home,FC Augsburg,1,12,108.97,382,265,117,69.0,54.0,49.0,17,19,3,3
4588664,1,2,away,1. FC Union Berlin,1,11,109.89,322,216,106,67.0,46.0,51.0,19,16,2,4
4588666,1,2,home,SC Paderborn 07,1,16,109.23,398,320,78,80.0,54.0,45.0,21,6,3,9
4588666,1,2,away,SC Freiburg,3,9,111.8,335,243,92,73.0,46.0,55.0,6,20,1,5
4588663,1,2,home,FC Schalke 04,0,11,114.67,353,278,75,79.0,34.0,52.0,11,9,2,3
4588663,1,2,away,Bayern München,3,10,113.03,704,621,83,88.0,66.0,48.0,10,11,1,4
4588657,1,2,home,RB Leipzig,2,12,117.31,408,314,94,77.0,44.0,58.0,10,13,1,4
4588657,1,2,away,Eintracht Frankfurt,1,10,113.62,524,431,93,82.0,56.0,42.0,15,10,3,1
4588661,1,2,home,Hertha BSC,0,9,110.27,496,393,103,79.0,57.0,47.0,15,10,1,2
4588661,1,2,away,VfL Wolfsburg,3,10,116.44,383,280,103,73.0,43.0,53.0,12,15,5,5
4588678,1,3,home,Bor. Mönchengladbach,1,12,116.33,469,389,80,83.0,49.0,51.0,18,19,4,9
4588678,1,3,away,RB Leipzig,3,14,119.63,502,410,92,82.0,51.0,49.0,19,17,3,5
4588676,1,3,home,Bayern München,6,18,109.57,659,580,79,88.0,67.0,48.0,16,12,1,10
4588676,1,3,away,1. FSV Mainz 05,1,7,110.9,325,248,77,76.0,33.0,52.0,13,16,0,1
4588677,1,3,home,Bayer 04 Leverkusen,0,20,118.68,632,547,85,87.0,75.0,50.0,9,11,4,19
4588677,1,3,away,TSG Hoffenheim,0,6,115.59,219,137,82,63.0,25.0,50.0,12,8,4,0
4588679,1,3,home,VfL Wolfsburg,1,16,118.69,531,429,102,81.0,63.0,54.0,8,14,2,8
4588679,1,3,away,SC Paderborn 07,1,8,118.81,320,224,96,70.0,37.0,46.0,15,8,2,3
4588682,1,3,home,SC Freiburg,1,15,112.73,391,298,93,76.0,53.0,48.0,6,15,1,5
4588682,1,3,away,1. FC Köln,2,10,110.75,353,263,90,75.0,47.0,52.0,15,6,0,6
4588683,1,3,home,FC Schalke 04,3,9,116.34,528,451,77,85.0,58.0,45.0,15,10,1,5
4588683,1,3,away,Hertha BSC,0,10,112.72,388,326,62,84.0,42.0,55.0,10,13,4,3
4588684,1,3,home,1. FC Union Berlin,3,15,126.39,255,162,93,64.0,26.0,32.0,13,2,2,7
4588684,1,3,away,Borussia Dortmund,1,13,119.15,762,666,96,87.0,74.0,68.0,2,13,2,4
4588681,1,3,home,Werder Bremen,3,15,115.8,570,476,94,84.0,67.0,56.0,10,12,0,4
4588681,1,3,away,FC Augsburg,2,12,111.07,283,190,93,67.0,33.0,44.0,14,9,1,2
4588680,1,3,home,Eintracht Frankfurt,2,14,113.63,472,371,101,79.0,59.0,52.0,14,15,1,4
4588680,1,3,away,Fortuna Düsseldorf,1,14,112.59,326,215,111,66.0,41.0,48.0,16,14,3,1
4588688,1,4,home,Fortuna Düsseldorf,1,12,115.72,345,247,98,72.0,42.0,56.0,7,14,1,3
4588688,1,4,away,VfL Wolfsburg,1,15,118.2,487,399,88,82.0,58.0,44.0,15,7,1,8
4588685,1,4,home,Borussia Dortmund,4,9,112.87,347,263,84,76.0,34.0,47.0,9,11,3,3
4588685,1,4,away,Bayer 04 Leverkusen,0,12,115.13,695,607,88,87.0,66.0,53.0,13,9,5,3
4588689,1,4,home,1. FSV Mainz 05,2,12,107.84,409,337,72,82.0,52.0,51.0,16,11,0,6
4588689,1,4,away,Hertha BSC,1,16,106.69,373,314,59,84.0,48.0,49.0,11,16,0,3
4588690,1,4,home,FC Augsburg,2,8,116.98,242,148,94,61.0,31.0,41.0,8,8,2,2
4588690,1,4,away,Eintracht Frankfurt,1,22,110.13,522,419,103,80.0,69.0,59.0,9,8,4,11
4588691,1,4,home,1. FC Köln,0,14,112.66,409,301,108,74.0,51.0,43.0,23,17,1,4
4588691,1,4,away,Bor. Mönchengladbach,1,15,113.4,378,288,90,76.0,49.0,57.0,21,22,4,7
4588693,1,4,home,1. FC Union Berlin,1,13,115.14,339,240,99,71.0,47.0,51.0,24,10,0,7
4588693,1,4,away,Werder Bremen,2,16,115.91,408,313,95,77.0,53.0,49.0,12,23,2,4
4588686,1,4,home,RB Leipzig,1,12,121.72,362,275,87,76.0,32.0,43.0,12,4,1,3
4588686,1,4,away,Bayern München,1,14,118.39,760,667,93,88.0,68.0,57.0,4,11,2,6
4588687,1,4,home,TSG Hoffenheim,0,24,110.65,572,489,83,85.0,68.0,53.0,11,6,0,12
